quote_date,region,desc,price
2020-05-01,South West,Services for maintenance and repair,2702.58
2020-05-01,South West,Social protection,23204.760000000002
2020-05-01,South West,Solid Fuels,514.17
2020-05-01,South West,Spare parts and accessories,1202.68
2020-05-01,South West,Spirits,1459.2
2020-05-01,South West,"Sugar, jam, syrups, chocolate and confectionery",194.54
2020-05-01,South West,Telephone and telefax equipment and services,2234.8999999999996
2020-05-01,South West,Tobacco,1526.24
2020-05-01,South West,Tools and equipment for house and garden,3673.54
2020-05-01,South West,Vegetables including potatoes and tubers,832.12
2020-05-01,South West,Wine,1197.96
2020-05-01,Wales,Accommodation services,0.0
2020-05-01,Wales,Appliances and products for personal care,3997.43
2020-05-01,Wales,Beer,342.95
2020-05-01,Wales,Books,479.57
2020-05-01,Wales,Bread and cereals,347.85
2020-05-01,Wales,Canteens,0.0
2020-05-01,Wales,Carpets and other floor coverings,1649.43
2020-05-01,Wales,"Cleaning, repair and hire of clothing",23.0
2020-05-01,Wales,"Coffee, tea and cocoa",234.65
2020-05-01,Wales,Cultural services,0.14
2020-05-01,Wales,Dental services,0.0
2020-05-01,Wales,Domestic services and household services,274.9
2020-05-01,Wales,Equipment for sport and open-air recreation,1619.48
2020-05-01,Wales,Fish,516.88
2020-05-01,Wales,Food products nec,430.71999999999997
2020-05-01,Wales,Footwear including repairs,12643.34
2020-05-01,Wales,Fruit,992.6600000000001
2020-05-01,Wales,Fuels and lubricants,5.0
2020-05-01,Wales,Furniture and furnishings,39592.82
2020-05-01,Wales,"Games, toys and hobbies",2055.23
2020-05-01,Wales,"Gardens, plants and flowers",110.72
2020-05-01,Wales,Garments,15568.3
2020-05-01,Wales,"Glassware, tableware and household utensils",2624.62
2020-05-01,Wales,Hospital services,10132.74
2020-05-01,Wales,Household textiles,5613.96
2020-05-01,Wales,"Jewellery, clocks and watches",11753.4
2020-05-01,Wales,Liquid Fuels,1461.4
2020-05-01,Wales,Maintenance and repairs,663.5
2020-05-01,Wales,Major appliances and small electric goods,21981.91
2020-05-01,Wales,Major durables for in/outdoor recreation,334.0
2020-05-01,Wales,Materials for maintenance and repair,710.79
2020-05-01,Wales,Meat,1033.49
2020-05-01,Wales,Medical services and paramedical services,0.0
2020-05-01,Wales,"Milk, cheese and eggs",571.97
2020-05-01,Wales,"Mineral waters, soft drinks and juices",224.32
2020-05-01,Wales,"Misc. printed matter, stationery, drawing materials",351.08
2020-05-01,Wales,Motorcycles and bicycles,3520.96
2020-05-01,Wales,Non-durable household goods,256.12
2020-05-01,Wales,Oils and fats,169.55
2020-05-01,Wales,Other clothing and clothing accessories,829.89
2020-05-01,Wales,Other medical and therapeutic equipment,184.51
2020-05-01,Wales,Other personal effects,1893.96
2020-05-01,Wales,Other services,1808.27
2020-05-01,Wales,Other services nec,52987.0
2020-05-01,Wales,Passenger transport by road,503.7
2020-05-01,Wales,"Pets, related products and services",475.88
2020-05-01,Wales,Pharmaceutical products,195.52
2020-05-01,Wales,"Photographic, cinematographic and optical equipment",2866.96
2020-05-01,Wales,Reception and reproduction of sound and pictures,17905.13
2020-05-01,Wales,Recording media,245.76999999999998
2020-05-01,Wales,Recreational and sporting services,990.73
2020-05-01,Wales,Repair of audio-visual equipment & related products,172.4
2020-05-01,Wales,Repair of household appliances,173.0
2020-05-01,Wales,Restaurants & cafes,198.07
2020-05-01,Wales,Services for maintenance and repair,615.8
2020-05-01,Wales,Social protection,8601.119999999999
2020-05-01,Wales,Solid Fuels,181.25
2020-05-01,Wales,Spare parts and accessories,184.51000000000002
2020-05-01,Wales,Spirits,1128.85
2020-05-01,Wales,"Sugar, jam, syrups, chocolate and confectionery",141.36
2020-05-01,Wales,Telephone and telefax equipment and services,1713.54
2020-05-01,Wales,Tobacco,729.6
2020-05-01,Wales,Tools and equipment for house and garden,2404.62
2020-05-01,Wales,Vegetables including potatoes and tubers,559.06
2020-05-01,Wales,Wine,914.9300000000001
2020-05-01,West Midlands,Accommodation services,0.0
2020-05-01,West Midlands,Appliances and products for personal care,5101.88
2020-05-01,West Midlands,Beer,384.40999999999997
2020-05-01,West Midlands,Books,1102.09
2020-05-01,West Midlands,Bread and cereals,461.12
2020-05-01,West Midlands,Canteens,0.0
2020-05-01,West Midlands,Carpets and other floor coverings,4658.96
2020-05-01,West Midlands,"Cleaning, repair and hire of clothing",56.04
2020-05-01,West Midlands,"Coffee, tea and cocoa",284.28999999999996
2020-05-01,West Midlands,Cultural services,1.6
2020-05-01,West Midlands,Dental services,0.0
2020-05-01,West Midlands,Domestic services and household services,333.35
2020-05-01,West Midlands,Equipment for sport and open-air recreation,2828.82
2020-05-01,West Midlands,Fish,644.15
2020-05-01,West Midlands,Food products nec,595.06
2020-05-01,West Midlands,Footwear including repairs,17258.7
2020-05-01,West Midlands,Fruit,1503.1399999999999
2020-05-01,West Midlands,Fuels and lubricants,52.75
2020-05-01,West Midlands,Furniture and furnishings,93037.22
2020-05-01,West Midlands,"Games, toys and hobbies",2667.05
2020-05-01,West Midlands,"Gardens, plants and flowers",146.73000000000002
2020-05-01,West Midlands,Garments,23076.05
2020-05-01,West Midlands,"Glassware, tableware and household utensils",3360.7400000000002
2020-05-01,West Midlands,Hairdressing and personal grooming establishments,0.0
2020-05-01,West Midlands,Hospital services,14141.1
2020-05-01,West Midlands,Household textiles,8614.1
2020-05-01,West Midlands,"Jewellery, clocks and watches",40900.59
2020-05-01,West Midlands,Liquid Fuels,1971.92
2020-05-01,West Midlands,Maintenance and repairs,4492.74
2020-05-01,West Midlands,Major appliances and small electric goods,30614.8
2020-05-01,West Midlands,Major durables for in/outdoor recreation,301.08
2020-05-01,West Midlands,Materials for maintenance and repair,955.37
2020-05-01,West Midlands,Meat,1582.22
2020-05-01,West Midlands,Medical services and paramedical services,0.0
2020-05-01,West Midlands,"Milk, cheese and eggs",758.91
2020-05-01,West Midlands,"Mineral waters, soft drinks and juices",287.15
2020-05-01,West Midlands,"Misc. printed matter, stationery, drawing materials",467.06
2020-05-01,West Midlands,Motorcycles and bicycles,6702.9
2020-05-01,West Midlands,Non-durable household goods,386.55
2020-05-01,West Midlands,Oils and fats,198.71
2020-05-01,West Midlands,Other clothing and clothing accessories,1140.43
2020-05-01,West Midlands,Other medical and therapeutic equipment,478.28
2020-05-01,West Midlands,Other personal effects,3592.2200000000003
2020-05-01,West Midlands,Other services,3302.23
2020-05-01,West Midlands,Other services nec,86483.38
2020-05-01,West Midlands,Passenger transport by road,517.15
2020-05-01,West Midlands,"Pets, related products and services",865.44
2020-05-01,West Midlands,Pharmaceutical products,233.3
2020-05-01,West Midlands,"Photographic, cinematographic and optical equipment",2866.96
2020-05-01,West Midlands,Reception and reproduction of sound and pictures,29862.02
2020-05-01,West Midlands,Recording media,319.67
2020-05-01,West Midlands,Recreational and sporting services,533.28
2020-05-01,West Midlands,Repair of audio-visual equipment & related products,399.0
2020-05-01,West Midlands,Repair of household appliances,569.0
2020-05-01,West Midlands,Restaurants & cafes,457.63
2020-05-01,West Midlands,Services for maintenance and repair,2270.95
2020-05-01,West Midlands,Social protection,15030.5
2020-05-01,West Midlands,Solid Fuels,299.51
2020-05-01,West Midlands,Spare parts and accessories,1084.19
2020-05-01,West Midlands,Spirits,1451.8
2020-05-01,West Midlands,"Sugar, jam, syrups, chocolate and confectionery",246.55
2020-05-01,West Midlands,Telephone and telefax equipment and services,2225.44
2020-05-01,West Midlands,Tobacco,1682.1
2020-05-01,West Midlands,Tools and equipment for house and garden,3602.26
2020-05-01,West Midlands,Vegetables including potatoes and tubers,863.73
2020-05-01,West Midlands,Wine,1340.89
2020-05-01,Yorkshire and Humber,Accommodation services,0.0
2020-05-01,Yorkshire and Humber,Appliances and products for personal care,5001.59
2020-05-01,Yorkshire and Humber,Beer,425.51
2020-05-01,Yorkshire and Humber,Books,934.72
2020-05-01,Yorkshire and Humber,Bread and cereals,454.48
2020-05-01,Yorkshire and Humber,Canteens,0.0
2020-05-01,Yorkshire and Humber,Carpets and other floor coverings,2777.75
2020-05-01,Yorkshire and Humber,"Cleaning, repair and hire of clothing",34.35
2020-05-01,Yorkshire and Humber,"Coffee, tea and cocoa",281.87
2020-05-01,Yorkshire and Humber,Cultural services,3.8600000000000003
2020-05-01,Yorkshire and Humber,Dental services,0.0
2020-05-01,Yorkshire and Humber,Domestic services and household services,294.35
2020-05-01,Yorkshire and Humber,Equipment for sport and open-air recreation,2583.76
2020-05-01,Yorkshire and Humber,Fish,571.38
2020-05-01,Yorkshire and Humber,Food products nec,641.37
2020-05-01,Yorkshire and Humber,Footwear including repairs,16058.56
2020-05-01,Yorkshire and Humber,Fruit,1297.47
2020-05-01,Yorkshire and Humber,Fuels and lubricants,69.0
2020-05-01,Yorkshire and Humber,Furniture and furnishings,105221.74
2020-05-01,Yorkshire and Humber,"Games, toys and hobbies",2637.29
2020-05-01,Yorkshire and Humber,"Gardens, plants and flowers",181.34000000000003
2020-05-01,Yorkshire and Humber,Garments,22221.19
2020-05-01,Yorkshire and Humber,"Glassware, tableware and household utensils",3795.02
2020-05-01,Yorkshire and Humber,Hairdressing and personal grooming establishments,0.0
2020-05-01,Yorkshire and Humber,Hospital services,16140.46
2020-05-01,Yorkshire and Humber,Household textiles,8470.24
2020-05-01,Yorkshire and Humber,"Jewellery, clocks and watches",58825.75
2020-05-01,Yorkshire and Humber,Liquid Fuels,2843.21
2020-05-01,Yorkshire and Humber,Maintenance and repairs,4145.43
2020-05-01,Yorkshire and Humber,Major appliances and small electric goods,32528.97
2020-05-01,Yorkshire and Humber,Major durables for in/outdoor recreation,750.69
2020-05-01,Yorkshire and Humber,Materials for maintenance and repair,1134.31
2020-05-01,Yorkshire and Humber,Meat,1960.77
2020-05-01,Yorkshire and Humber,Medical services and paramedical services,0.0
2020-05-01,Yorkshire and Humber,"Milk, cheese and eggs",763.79
2020-05-01,Yorkshire and Humber,"Mineral waters, soft drinks and juices",285.95
2020-05-01,Yorkshire and Humber,"Misc. printed matter, stationery, drawing materials",563.26
2020-05-01,Yorkshire and Humber,Motorcycles and bicycles,8442.93
2020-05-01,Yorkshire and Humber,Non-durable household goods,354.39
2020-05-01,Yorkshire and Humber,Oils and fats,208.63
2020-05-01,Yorkshire and Humber,Other clothing and clothing accessories,1383.9499999999998
2020-05-01,Yorkshire and Humber,Other medical and therapeutic equipment,1078.62
2020-05-01,Yorkshire and Humber,Other personal effects,5684.92
2020-05-01,Yorkshire and Humber,Other services,3079.65
2020-05-01,Yorkshire and Humber,Other services nec,109943.68
2020-05-01,Yorkshire and Humber,Passenger transport by road,1276.5600000000002
2020-05-01,Yorkshire and Humber,"Pets, related products and services",1004.6800000000001
2020-05-01,Yorkshire and Humber,Pharmaceutical products,262.8
2020-05-01,Yorkshire and Humber,"Photographic, cinematographic and optical equipment",2866.96
2020-05-01,Yorkshire and Humber,Reception and reproduction of sound and pictures,23186.550000000003
2020-05-01,Yorkshire and Humber,Recording media,275.32
2020-05-01,Yorkshire and Humber,Recreational and sporting services,511.6
2020-05-01,Yorkshire and Humber,Repair of audio-visual equipment & related products,319.0
2020-05-01,Yorkshire and Humber,Repair of household appliances,605.79
2020-05-01,Yorkshire and Humber,Restaurants & cafes,439.18
2020-05-01,Yorkshire and Humber,Services for maintenance and repair,2800.48
2020-05-01,Yorkshire and Humber,Social protection,15278.86
2020-05-01,Yorkshire and Humber,Solid Fuels,324.15999999999997
2020-05-01,Yorkshire and Humber,Spare parts and accessories,1264.58
2020-05-01,Yorkshire and Humber,Spirits,1535.24
2020-05-01,Yorkshire and Humber,"Sugar, jam, syrups, chocolate and confectionery",210.65
2020-05-01,Yorkshire and Humber,Telephone and telefax equipment and services,1850.48
2020-05-01,Yorkshire and Humber,Tobacco,1457.76
2020-05-01,Yorkshire and Humber,Tools and equipment for house and garden,5031.6
2020-05-01,Yorkshire and Humber,Vegetables including potatoes and tubers,746.83
2020-05-01,Yorkshire and Humber,Wine,1296.48
2020-05-01,catalogue_collections,Appliances and products for personal care,414.14
2020-05-01,catalogue_collections,Books,37.98
2020-05-01,catalogue_collections,Carpets and other floor coverings,664.89
2020-05-01,catalogue_collections,Equipment for sport and open-air recreation,120.0
2020-05-01,catalogue_collections,Food products nec,85.98
2020-05-01,catalogue_collections,Footwear including repairs,7846.46
2020-05-01,catalogue_collections,Furniture and furnishings,10007.98
2020-05-01,catalogue_collections,"Games, toys and hobbies",790.9300000000001
2020-05-01,catalogue_collections,Garments,9791.67
2020-05-01,catalogue_collections,"Glassware, tableware and household utensils",289.92
2020-05-01,catalogue_collections,Household textiles,941.98
2020-05-01,catalogue_collections,"Jewellery, clocks and watches",3811.95
2020-05-01,catalogue_collections,Major appliances and small electric goods,4593.95
2020-05-01,catalogue_collections,Motorcycles and bicycles,688.98
2020-05-01,catalogue_collections,Other clothing and clothing accessories,404.95
2020-05-01,catalogue_collections,Other personal effects,371.99
2020-05-01,catalogue_collections,"Photographic, cinematographic and optical equipment",746.98
2020-05-01,catalogue_collections,Reception and reproduction of sound and pictures,2765.94
2020-05-01,catalogue_collections,Telephone and telefax equipment and services,205.96
2020-06-01,East Anglia,Accommodation services,0.0
2020-06-01,East Anglia,Appliances and products for personal care,7318.03
2020-06-01,East Anglia,Beer,420.78
2020-06-01,East Anglia,Books,1189.39
2020-06-01,East Anglia,Bread and cereals,537.19
2020-06-01,East Anglia,Canteens,0.0
2020-06-01,East Anglia,Carpets and other floor coverings,4492.05
2020-06-01,East Anglia,"Cleaning, repair and hire of clothing",303.40999999999997
2020-06-01,East Anglia,"Coffee, tea and cocoa",302.75
2020-06-01,East Anglia,Cultural services,4.59
2020-06-01,East Anglia,Dental services,0.0
2020-06-01,East Anglia,Domestic services and household services,568.65
2020-06-01,East Anglia,Equipment for sport and open-air recreation,4168.51
2020-06-01,East Anglia,Fish,720.32
2020-06-01,East Anglia,Food products nec,664.3499999999999
2020-06-01,East Anglia,Footwear including repairs,25297.86
2020-06-01,East Anglia,Fruit,1686.8899999999999
2020-06-01,East Anglia,Fuels and lubricants,65.15
2020-06-01,East Anglia,Furniture and furnishings,138601.46
2020-06-01,East Anglia,"Games, toys and hobbies",3535.9300000000003
2020-06-01,East Anglia,"Gardens, plants and flowers",206.23
2020-06-01,East Anglia,Garments,33260.12
2020-06-01,East Anglia,"Glassware, tableware and household utensils",4684.06
2020-06-01,East Anglia,Hairdressing and personal grooming establishments,0.0
2020-06-01,East Anglia,Hospital services,22963.14
2020-06-01,East Anglia,Household textiles,10417.3
2020-06-01,East Anglia,"Jewellery, clocks and watches",51838.98
2020-06-01,East Anglia,Liquid Fuels,2179.49
2020-06-01,East Anglia,Maintenance and repairs,7985.99
2020-06-01,East Anglia,Major appliances and small electric goods,47997.79
2020-06-01,East Anglia,Major durables for in/outdoor recreation,1007.0600000000001
2020-06-01,East Anglia,Materials for maintenance and repair,1244.68
2020-06-01,East Anglia,Meat,1898.7
2020-06-01,East Anglia,Medical services and paramedical services,0.0
2020-06-01,East Anglia,"Milk, cheese and eggs",930.42
2020-06-01,East Anglia,"Mineral waters, soft drinks and juices",310.71
2020-06-01,East Anglia,"Misc. printed matter, stationery, drawing materials",765.2800000000001
2020-06-01,East Anglia,Motorcycles and bicycles,9506.93
2020-06-01,East Anglia,Non-durable household goods,442.23
2020-06-01,East Anglia,Oils and fats,241.47
2020-06-01,East Anglia,Other clothing and clothing accessories,2105.9700000000003
2020-06-01,East Anglia,Other medical and therapeutic equipment,1885.85
2020-06-01,East Anglia,Other personal effects,4818.1
2020-06-01,East Anglia,Other services,3825.83
2020-06-01,East Anglia,Other services nec,113134.78
2020-06-01,East Anglia,Passenger transport by road,7006.9800000000005
2020-06-01,East Anglia,"Pets, related products and services",1346.76
2020-06-01,East Anglia,Pharmaceutical products,271.53000000000003
2020-06-01,East Anglia,"Photographic, cinematographic and optical equipment",3240.96
2020-06-01,East Anglia,Reception and reproduction of sound and pictures,21355.059999999998
2020-06-01,East Anglia,Recording media,336.0
2020-06-01,East Anglia,Recreational and sporting services,61.4
2020-06-01,East Anglia,Repair of audio-visual equipment & related products,250.0
2020-06-01,East Anglia,Repair of household appliances,715.5799999999999
2020-06-01,East Anglia,Restaurants & cafes,596.58
2020-06-01,East Anglia,Services for maintenance and repair,2588.61
2020-06-01,East Anglia,Social protection,22197.28
2020-06-01,East Anglia,Solid Fuels,610.9
2020-06-01,East Anglia,Spare parts and accessories,1205.89
2020-06-01,East Anglia,Spirits,1520.9
2020-06-01,East Anglia,"Sugar, jam, syrups, chocolate and confectionery",230.07
2020-06-01,East Anglia,Telephone and telefax equipment and services,2539.2200000000003
2020-06-01,East Anglia,Tobacco,1640.44
2020-06-01,East Anglia,Tools and equipment for house and garden,4744.34
2020-06-01,East Anglia,Vegetables including potatoes and tubers,965.45
2020-06-01,East Anglia,Wine,1378.75
2020-06-01,East Midlands,Accommodation services,0.0
2020-06-01,East Midlands,Appliances and products for personal care,5473.4800000000005
2020-06-01,East Midlands,Beer,412.74
2020-06-01,East Midlands,Books,970.82
2020-06-01,East Midlands,Bread and cereals,429.0
2020-06-01,East Midlands,Canteens,0.0
2020-06-01,East Midlands,Carpets and other floor coverings,3516.83
2020-06-01,East Midlands,"Cleaning, repair and hire of clothing",125.05
2020-06-01,East Midlands,"Coffee, tea and cocoa",249.06
2020-06-01,East Midlands,Cultural services,2.99
2020-06-01,East Midlands,Dental services,0.0
2020-06-01,East Midlands,Domestic services and household services,209.74
2020-06-01,East Midlands,Equipment for sport and open-air recreation,3173.23
2020-06-01,East Midlands,Fish,569.04
2020-06-01,East Midlands,Food products nec,566.94
2020-06-01,East Midlands,Footwear including repairs,17906.34
2020-06-01,East Midlands,Fruit,1178.41
2020-06-01,East Midlands,Fuels and lubricants,43.05
2020-06-01,East Midlands,Furniture and furnishings,108291.20999999999
2020-06-01,East Midlands,"Games, toys and hobbies",3138.32
2020-06-01,East Midlands,"Gardens, plants and flowers",215.29000000000002
2020-06-01,East Midlands,Garments,23429.28
2020-06-01,East Midlands,"Glassware, tableware and household utensils",4137.96
2020-06-01,East Midlands,Hairdressing and personal grooming establishments,0.0
2020-06-01,East Midlands,Hospital services,13455.119999999999
2020-06-01,East Midlands,Household textiles,7851.98
2020-06-01,East Midlands,"Jewellery, clocks and watches",42627.09
2020-06-01,East Midlands,Liquid Fuels,1396.07
2020-06-01,East Midlands,Maintenance and repairs,6610.74
2020-06-01,East Midlands,Major appliances and small electric goods,43467.9
2020-06-01,East Midlands,Major durables for in/outdoor recreation,1478.49
2020-06-01,East Midlands,Materials for maintenance and repair,1001.21
2020-06-01,East Midlands,Meat,1452.74
2020-06-01,East Midlands,Medical services and paramedical services,0.0
2020-06-01,East Midlands,"Milk, cheese and eggs",759.68
2020-06-01,East Midlands,"Mineral waters, soft drinks and juices",278.96
2020-06-01,East Midlands,"Misc. printed matter, stationery, drawing materials",584.05
2020-06-01,East Midlands,Motorcycles and bicycles,6472.92
2020-06-01,East Midlands,Non-durable household goods,329.94
2020-06-01,East Midlands,Oils and fats,194.42000000000002
2020-06-01,East Midlands,Other clothing and clothing accessories,1472.6399999999999
2020-06-01,East Midlands,Other medical and therapeutic equipment,1557.3300000000002
2020-06-01,East Midlands,Other personal effects,5212.21
2020-06-01,East Midlands,Other services,2919.1
2020-06-01,East Midlands,Other services nec,104841.06
2020-06-01,East Midlands,Passenger transport by road,2348.83
2020-06-01,East Midlands,"Pets, related products and services",1052.59
2020-06-01,East Midlands,Pharmaceutical products,262.51
2020-06-01,East Midlands,"Photographic, cinematographic and optical equipment",3240.96
2020-06-01,East Midlands,Reception and reproduction of sound and pictures,21659.08
2020-06-01,East Midlands,Recording media,282.9
2020-06-01,East Midlands,Recreational and sporting services,53.2
2020-06-01,East Midlands,Repair of audio-visual equipment & related products,511.5
2020-06-01,East Midlands,Repair of household appliances,505.99
2020-06-01,East Midlands,Restaurants & cafes,399.56
2020-06-01,East Midlands,Services for maintenance and repair,2233.0299999999997
2020-06-01,East Midlands,Social protection,12026.24
2020-06-01,East Midlands,Solid Fuels,353.37
2020-06-01,East Midlands,Spare parts and accessories,1130.41
2020-06-01,East Midlands,Spirits,1340.23
2020-06-01,East Midlands,"Sugar, jam, syrups, chocolate and confectionery",183.34
2020-06-01,East Midlands,Telephone and telefax equipment and services,2050.3999999999996
2020-06-01,East Midlands,Tobacco,1357.28
2020-06-01,East Midlands,Tools and equipment for house and garden,4466.360000000001
2020-06-01,East Midlands,Vegetables including potatoes and tubers,720.27
2020-06-01,East Midlands,Wine,1291.3200000000002
2020-06-01,London,Accommodation services,0.0
2020-06-01,London,Appliances and products for personal care,6852.31
2020-06-01,London,Beer,483.41
2020-06-01,London,Books,1317.49
2020-06-01,London,Bread and cereals,645.05
2020-06-01,London,Canteens,0.0
2020-06-01,London,Carpets and other floor coverings,7161.889999999999
2020-06-01,London,"Cleaning, repair and hire of clothing",247.54
2020-06-01,London,"Coffee, tea and cocoa",341.77
2020-06-01,London,Cultural services,6.140000000000001
2020-06-01,London,Dental services,0.0
2020-06-01,London,Domestic services and household services,1756.8300000000002
2020-06-01,London,Equipment for sport and open-air recreation,3884.46
2020-06-01,London,Fish,820.7
2020-06-01,London,Food products nec,717.25
2020-06-01,London,Footwear including repairs,36829.84
2020-06-01,London,Fruit,2139.52
2020-06-01,London,Fuels and lubricants,64.49
2020-06-01,London,Furniture and furnishings,203361.76
2020-06-01,London,"Games, toys and hobbies",4170.27
2020-06-01,London,"Gardens, plants and flowers",216.3
2020-06-01,London,Garments,52092.35
2020-06-01,London,"Glassware, tableware and household utensils",5299.18
2020-06-01,London,Hairdressing and personal grooming establishments,0.0
2020-06-01,London,Hospital services,44866.0
2020-06-01,London,Household textiles,11206.5
2020-06-01,London,"Jewellery, clocks and watches",51853.36
2020-06-01,London,Liquid Fuels,2712.69
2020-06-01,London,Maintenance and repairs,4343.03
2020-06-01,London,Major appliances and small electric goods,44437.33
2020-06-01,London,Major durables for in/outdoor recreation,2482.84
2020-06-01,London,Materials for maintenance and repair,1508.44
2020-06-01,London,Meat,2787.33
2020-06-01,London,Medical services and paramedical services,0.0
2020-06-01,London,"Milk, cheese and eggs",1037.18
2020-06-01,London,"Mineral waters, soft drinks and juices",396.41
2020-06-01,London,"Misc. printed matter, stationery, drawing materials",837.6999999999999
2020-06-01,London,Motorcycles and bicycles,10903.9
2020-06-01,London,Non-durable household goods,559.11
2020-06-01,London,Oils and fats,284.28
2020-06-01,London,Other clothing and clothing accessories,2647.92
2020-06-01,London,Other medical and therapeutic equipment,3028.67
2020-06-01,London,Other personal effects,5338.79
2020-06-01,London,Other services,5552.44
2020-06-01,London,Other services nec,223828.78
2020-06-01,London,Passenger transport by road,9557.14
2020-06-01,London,"Pets, related products and services",1875.29
2020-06-01,London,Pharmaceutical products,276.81
2020-06-01,London,"Photographic, cinematographic and optical equipment",3240.96
2020-06-01,London,Reception and reproduction of sound and pictures,31438.5
2020-06-01,London,Recording media,416.04999999999995
2020-06-01,London,Recreational and sporting services,138.5
2020-06-01,London,Repair of audio-visual equipment & related products,702.54
2020-06-01,London,Repair of household appliances,837.6800000000001
2020-06-01,London,Restaurants & cafes,874.41
2020-06-01,London,Services for maintenance and repair,3130.2200000000003
2020-06-01,London,Social protection,33213.58
2020-06-01,London,Solid Fuels,580.12
2020-06-01,London,Spare parts and accessories,958.58
2020-06-01,London,Spirits,1975.88
2020-06-01,London,"Sugar, jam, syrups, chocolate and confectionery",291.84
2020-06-01,London,Telephone and telefax equipment and services,2549.3
2020-06-01,London,Tobacco,1851.6
2020-06-01,London,Tools and equipment for house and garden,4991.18
2020-06-01,London,Vegetables including potatoes and tubers,1124.33
2020-06-01,London,Wine,1834.82
2020-06-01,North,Accommodation services,0.0
2020-06-01,North,Appliances and products for personal care,4470.72
2020-06-01,North,Beer,343.21
2020-06-01,North,Books,636.84
2020-06-01,North,Bread and cereals,355.56
2020-06-01,North,Canteens,0.0
2020-06-01,North,Carpets and other floor coverings,2228.21
2020-06-01,North,"Cleaning, repair and hire of clothing",63.45
2020-06-01,North,"Coffee, tea and cocoa",232.85
2020-06-01,North,Cultural services,2.2
2020-06-01,North,Dental services,0.0
2020-06-01,North,Domestic services and household services,75.9
2020-06-01,North,Equipment for sport and open-air recreation,1523.44
2020-06-01,North,Fish,521.21
2020-06-01,North,Food products nec,396.48999999999995
2020-06-01,North,Footwear including repairs,11510.1
2020-06-01,North,Fruit,1020.0799999999999
2020-06-01,North,Fuels and lubricants,32.5
2020-06-01,North,Furniture and furnishings,71936.65
2020-06-01,North,"Games, toys and hobbies",2706.24
2020-06-01,North,"Gardens, plants and flowers",120.03
2020-06-01,North,Garments,19160.85
2020-06-01,North,"Glassware, tableware and household utensils",2995.16
2020-06-01,North,Hairdressing and personal grooming establishments,0.0
2020-06-01,North,Hospital services,1609.76
2020-06-01,North,Household textiles,5848.48
2020-06-01,North,"Jewellery, clocks and watches",27287.52
2020-06-01,North,Liquid Fuels,1840.58
2020-06-01,North,Maintenance and repairs,632.26
2020-06-01,North,Major appliances and small electric goods,28903.14
2020-06-01,North,Major durables for in/outdoor recreation,452.75
2020-06-01,North,Materials for maintenance and repair,643.19
2020-06-01,North,Meat,1398.73
2020-06-01,North,Medical services and paramedical services,0.0
2020-06-01,North,"Milk, cheese and eggs",628.21
2020-06-01,North,"Mineral waters, soft drinks and juices",234.44
2020-06-01,North,"Misc. printed matter, stationery, drawing materials",446.96999999999997
2020-06-01,North,Motorcycles and bicycles,8118.4
2020-06-01,North,Non-durable household goods,288.91999999999996
2020-06-01,North,Oils and fats,174.45999999999998
2020-06-01,North,Other clothing and clothing accessories,1620.3300000000002
2020-06-01,North,Other medical and therapeutic equipment,545.87
2020-06-01,North,Other personal effects,3147.88
2020-06-01,North,Other services,1331.57
2020-06-01,North,Other services nec,67260.6
2020-06-01,North,Passenger transport by road,2153.52
2020-06-01,North,"Pets, related products and services",563.16
2020-06-01,North,Pharmaceutical products,201.86
2020-06-01,North,"Photographic, cinematographic and optical equipment",3240.96
2020-06-01,North,Reception and reproduction of sound and pictures,17048.21
2020-06-01,North,Recording media,325.25
2020-06-01,North,Recreational and sporting services,33.85
2020-06-01,North,Repair of audio-visual equipment & related products,306.99
2020-06-01,North,Repair of household appliances,143.0
2020-06-01,North,Restaurants & cafes,248.83
2020-06-01,North,Services for maintenance and repair,1117.72
2020-06-01,North,Social protection,6521.879999999999
2020-06-01,North,Solid Fuels,113.5
2020-06-01,North,Spare parts and accessories,308.12
2020-06-01,North,Spirits,1123.56
2020-06-01,North,"Sugar, jam, syrups, chocolate and confectionery",136.38
2020-06-01,North,Telephone and telefax equipment and services,2011.4199999999998
2020-06-01,North,Tobacco,999.62
2020-06-01,North,Tools and equipment for house and garden,2673.12
2020-06-01,North,Vegetables including potatoes and tubers,581.45
2020-06-01,North,Wine,935.9200000000001
2020-06-01,North West,Accommodation services,0.0
2020-06-01,North West,Appliances and products for personal care,6779.900000000001
2020-06-01,North West,Beer,467.58
2020-06-01,North West,Books,1370.34
2020-06-01,North West,Bread and cereals,546.91
2020-06-01,North West,Canteens,0.0
2020-06-01,North West,Carpets and other floor coverings,3753.7
2020-06-01,North West,"Cleaning, repair and hire of clothing",318.95
2020-06-01,North West,"Coffee, tea and cocoa",310.87
2020-06-01,North West,Cultural services,5.050000000000001
2020-06-01,North West,Dental services,0.0
2020-06-01,North West,Domestic services and household services,510.89
2020-06-01,North West,Equipment for sport and open-air recreation,3885.5299999999997
2020-06-01,North West,Fish,770.88
2020-06-01,North West,Food products nec,681.8
2020-06-01,North West,Footwear including repairs,26761.98
2020-06-01,North West,Fruit,1646.47
2020-06-01,North West,Fuels and lubricants,63.43
2020-06-01,North West,Furniture and furnishings,152807.86
2020-06-01,North West,"Games, toys and hobbies",4888.02
2020-06-01,North West,"Gardens, plants and flowers",199.93
